Unnamed: 0,诗人,文本,朝代,情感,题目,interpretation
4477,赵戣,未必黄明在，终令丑口亡。难教疎网漏，不直败毡藏。,宋,中立,咏史二十二首,释: 这首诗是唐代诗人白居易写的，描述了一个人在追求美好的过程中，经历了许多困难和挫折，最终失败了。诗中的“黄明在”指的是美好的事物，而“丑口亡”则是指失败的结果。诗中的“疎网漏”和“败毡藏”则是形容诗人在追求美好的过程中遭遇的困难和挫折。整首诗表达了追求美好的过程中，困难和挫折是不可避免的，但我们仍然应该坚持追求，即使最终失败了也不要灰心
821,陈宓,版舆当日到莆阳，盛事于今语未央。教子延师如学校，挥金提路作康庄。,宋,正面,挽傅仲斐生母李氏,解释: 这首诗描诉了一个历史事件，即唐朝时期，贞观十三年，唐太宗李世民到莆阳游历，并在当地举行了一场盛大的庆典。诗中提到了唐太宗的行为，他带领着他的师傅和学生，一起挥金提路，走过康庄，这是一个充满着祝福和祈愿的地方。整首诗表达了唐太宗的仁慈和宽宏大量，以及他对于文化教育的重视。 </s>
1070,文天祥,儒冠多误身，识字用心苦。斯文忧患馀，鬰鬰流年度。,宋,负面,第一百八十二,解释: 这首诗描诉了一个儒生的苦难和忧患。他们的头发被剪短，穿着儒生的衣服，但他们的身体却受到了许多苦难和忧患。他们的识字能力和用心苦，但他们的忧患和悲伤却没有得到解决。这首诗表达了儒生的苦难和忧患，以及他们为了追求知识和道德而付出的努力。 </s>
4255,苏轼,偶寻流水上崔嵬，五老苍颜一笑开。若见谪仙烦寄语，匡山头白早归来。,宋,正面,书李公择白石山房,解释: 这首诗描诉了诗人在流水上寻找崔嵬的美景，并在五老苍颜的笑容中感到欣慰。诗人还表示，如果见到谪仙，他会寄语给他们，并在匡山头白早归来。这首诗表达了诗人对自然美景和人文景观的赞美，以及对寄语和归来的渴望。 </s>
1273,宋祁,九旻含爽助清辉，万里重阴误赏期。正恨浮云无意绪，世间偏恼最明时。,宋,负面,八月望夜不见月有感,解释: 这首诗描诉了一个人在旅途中的感受。他看到了九旬的老人，他们的笑容充满了清辉，但是他也看到了万里的重阴，误解了时间的流逝。他感到恼怒，因为他的愿望没有得到实现，他的心情受到了打击。 </s>
1577,夏竦,对日惠心时共仰，沐兰嘉节庆长丝。仰承中绪隆天爱，永奉祥祺袭太熙。,宋,正面,郡王阁端午帖子,解释: 这首诗是在描述中国古代的一个节日——兰嘉节。兰嘉节是中国古代的一个节日，通常在每年的冬季庆祝。在这个节日里，人们会沐浴在兰花的香气中，以此来祈求丰收和幸福。这首诗中，诗人通过描述兰嘉节的庆祝活动，表达了对中国古代文化的热爱和对中国人民的祝福。 </s>
3794,胡寅,年年绿水送残红，不怨东君只怨风。芳草连云愁更远，劝君当醉万花中。,宋,负面,和仁仲春日十绝,解释: 这首诗描述了春天的景象，绿水和残红的花朵，以及芳草和云彩的连绵。诗人感到悲伤，因为春天的美景只是短暂的，而他的爱人却已经离开了他。他劝告他的爱人，当他们在花海中醉酒时，要记住他们的爱情，不要让它消逝。 </s>
413,林朝崧,涧阿小筑雅堪称，门对春山绿几层。绝好午晴花气暖，鸟声唤客画楼凭。,淸,正面,考槃轩,解释: 这首诗描诉了一个美丽的春天景象，涧阿小筑雅是一座美丽的山庄，门对春山绿几层，暖和的春天阳光照耀着山庄，花朵绽放，鸟儿唱歌，画楼凭着山坡，整个山庄充满了春天的气息。 </s>
1031,苏辙,江上孤城面面山，居人也自不曾闲。蜂游蚁聚知何事，日夜长桥南北间。,宋,中立,再和十首,解释: 这首诗描诉了江上孤城的景象，城中居民忙碌不停，蜂蚁也在忙碌着，不知道它们在做什么。诗中的长桥是连接江南和江北的重要通道，让人们可以在日夜之间穿越江河。整首诗表达了江上孤城的孤独和忙碌的感觉。 </s>
4842,张国维,萧条四野叹遗黎，树屑和糠强救饥。一望垂枯榆柳色，谁言苌楚得无知。,明,负面,道傍榆柳树皮饥民取食殆尽感而赋之,解释: 这首诗描述了一个冬天的景象，四野萧条，树叶和糠都被吹走了，人们只能依靠强烈的救济来度过饥饿的冬天。诗人感到孤独和无助，但他仍然相信人类的智慧和勇气可以克服困难。 </s>
619,周敦颐,寻山寻水侣尤难，爱利爱名心少閒。此亦有君吾甚乐，不辞高远共跻攀。,宋,正面,喜同费君长官游,解释: 这首诗描述了一对恋人在寻找山水之间的旅程，他们的爱情充满了热情和激情，但也有些孤独和寂寞。他们愿意一起攀登高山，追求自由和冒险，享受这段旅程带来的乐趣。 </s>
336,阳枋,花飞六出瑞方春，不待翦裁开恁真。稚子未谙天意好，漫山笑道玉成尘。,宋,正面,和存子侄赋雪,释: 这首诗描诉了春天的美景，花开得繁茂，瑞气四溢，让人感到欣喜和喜悦。诗中提到了翦裁，这是一种修剪植物的方法，但是诗中并没有描述具体的修剪，而是表达了春天的生机勃勃和自然的美好。诗中还提到了稚子，这是指年轻的植物，它们还不懂得天意，但是它们的生长却是如此的美丽和纯洁。最后，诗中提到了漫山笑道玉成尘，这是一种赞美春天的美景的表达方式，表达了春天的美
3882,张耒,冰消水面波光动，日暖树梢花意归。世上繁华随日好，却应春浅胜芳菲。,宋,正面,感春三首,解释: 这首诗描述了春天的美景，冰消融化，水面波光动，日暖树梢花意归，春天的景色比芳菲更加美丽。诗人认为春天的美景是繁华的，但是春天的美景比芳菲更加美丽。 </s>
2882,李之仪,姑熟溪头近请违，玩鞭亭上再相期。留连话旧忘尘虑，把盏枰棋得自怡。,宋,正面,过玩鞭亭再见吉先之,"解释: 这首诗描述了一个人在姑熟溪头的游玩经历。他在溪边玩耍，看到了一个女孩，并与她聊天。他们谈论了旧时的事情，但是他忘记了这些事情，因为他感到非常愉悦。他们一起玩鞭，玩亭，玩棋，享受着这个美好的时光。

这首诗表达了一种轻松愉悦的感觉，人们可以在自然环境中放松身心，享受生活的美好。 </s>"
643,舒庆春,八年尚忆钗头凤，今夕欣看烛蒂哥。宜喜宜悲情似海，轻愁微笑漾春波。,近现代,正面,观林务夏同志演贻顺哥,"释: 这首诗是唐代诗人白居易写的，描述了他在八年前与一位女子相遇，并且在今晚再次见到了她。他感到快乐和悲伤，因为他们之间的情感如同海洋一样深沉。他的微笑和愁容在春天的波浪中漂浮。

这首诗表达了一种深刻的情感，既有欢乐的感觉，也有悲伤的情绪。诗人通过描述自己的情感，让读者感受到了他的内心世界。同时，诗人也通过描绘春天的波浪，表达了他的情��"
251,邵雍,三川地正得中阳，气入奇葩亦自王。善识好花人不远，好花无恡十分芳。,宋,正面,寄亳州秦伯镇兵部,解释: 这首诗描诉了三川地的美景，其中阳光正好照射在中央，气息奇特，仿佛是一个王国。诗人认为善于识别美丽的花朵的人不会远离这里，因为这里有十分芳香的花朵。 </s>
1304,张耒,青衫厌著待封侯，慷慨知君定远流。莫叹书生长龌龊，元戎曾与报更筹。,宋,中立,和房日严换武诗,"解释: 这首诗是在描述一个人的生活和思想。青衫厌著待封侯，表示他不喜欢被封为侯，他更希望自由自在地生活。慷慨知君定远流，表示他有着慷慨的品质，并且他的思想和行为会影响更广泛的人群。莫叹书生长龌龊，表示他不喜欢书生的形象，他更希望成为一个战士，并且他曾经与报更筹有过交集。

总的来说，这首诗表达了一个人的自由和慷慨的品质，以及他对于生活和思想的追求。 </s>"
4732,文天祥,崆峒杀气黑，洒血暗郊坰。哀笳晓幽咽，石壁断空青。,宋,负面,赣州第六十七,解释: 这首诗描述了一个暴力的场景，崆峒山上的杀气和暗郊的杀戮，以及哀笳的哀悼和石壁的断裂。这是一个悲惨的场景，表达了战争和暴力的残酷和破坏性。 </s>
525,范成大,秃巾髽髻老扶车，茹痛含辛说乱华。頼有乡人聊刷耻，魏公元是鲁东家。,宋,负面,相州,解释: 这首诗描述了一个老人的生活状态，他的头发已经秃了，脸上有痛苦和辛酸的表情，他的车子也很老旧。他的乡亲们虽然不屑于他，但他仍然坚强地生活着，并且有一个叫魏公的朋友，他是鲁东的人。这首诗表达了老人的坚韧和勇气，即使在困难的时候也不会放弃。 </s>
1515,王安石,樊笼寄食老低摧，组丽深藏肯自媒。天日清明聊一吐，儿童初见互惊猜。,宋,中立,吐绶鸡,解释: 这首诗描述了一个人在监狱中的生活，他被关押在笼子里，每天只能吃一点食物，但他仍然坚强地生活着。他的妻子深藏着他的情感，但他仍然坚信他们会在未来见面。在清明节，他吐出了一些秘密，让他的儿子和妻子知道他的处境。他的儿子和妻子听到这些消息后，都感到惊讶和猜测。 </s>
3503,佘翔,莫愁貌如花，生长长干里。嫁与逺游郎，愁风复愁水。,明,负面,长干行,解释: 这首诗描述了一个女子的姿态和心情。她的脸庞如同花朵一样，她的生命充满了坚韧和勇气。她嫁给了一个逃亡的男子，但是她的心中充满了悲伤和忧愁。她的悲伤和忧愁源于她的婚姻状况，她的丈夫是一个逃亡的男子，他们的婚姻生活充满了困难和挑战。 </s>
2509,张载,葛蔓青长谷长迁，女工兴念忆归安。不将贵盛骄门族，容使亲心得尽欢。,宋,正面,葛覃解,解释: 这首诗描述了一个青年女子在长谷中的生活。她的葛蔓青长，她的心中充满了对家乡的思念和对家人的爱。她不会因为贵族的骄傲和尊贵而忘记自己的根源，她会把亲情和友情放在心中最重要的位置。 </s>
2726,刘克庄,鴈回杳杳浑无报，鹊语啾啾似有凭。忽得远书看百过，眼昏自起剔残灯。,宋,负面,和仲弟十绝,"解释: 这首诗描述了一个人在寂静的夜晚，听到了鸟儿的叫声和鸟儿的歌声，但是他感到很孤独，因为他没有任何消息或者朋友来陪伴他。他看到了一封远方的信，但是他的眼睛已经疲倦，无法看清信中的内容。

这首诗表达了一个人在孤独的夜晚中的感受，他感到孤独和无助，但是他仍然坚持着寻找帮助和支持。 </s>"
3822,屈大均,多谢水精盐，能使羊欢喜。羊也亦多情，以妾颜色美。,明,正面,齐宫辞,解释: 这首诗是唐代诗人白居易写的，描述了羊的美丽和它们与人类的关系。诗中提到了水精盐和羊的欢喜，表达了羊的美丽和它们与人类的友好关系。诗中还提到了羊的多情，以及它们对美丽的妾颜的喜爱，表达了羊的感性和它们对美的追求。 </s>
1891,辛弃疾,镆邪三尺照人寒，试与挑灯子细看。且挂空斋作琴伴，未须携去斩楼兰。,宋,中立,送剑与傅岩叟,解释: 这首诗是唐代诗人白居易写的，描述了一个人在寒冷的夜晚，坐在空斋中，拿着一把琴，弹奏着美妙的音乐，同时还有一个人在旁边挑灯子，照亮了他的面容。诗人用这个场景来表达他对人生的思考，认为人生就像一把琴，需要用心去演奏，才能得到美妙的音乐。同时，他也提醒人们不要轻易地放弃自己的梦想和追求，要坚持不懈地努力，才能在人生的道路上走得更远。 </s>
4560,陆游,旧学樊迟稼，新通泛胜书。不成筹国论，且复爱吾庐。,宋,中立,早春四首,"释: 这首诗是唐代诗人杜甫写的，表达了他对于学习的态度和对于自然的热爱。

首先，“旧学樊迟稼”表示杜甫曾经学习过旧学，但是现在已经不再适用，需要学习新的知识。

接着，“新通泛胜书”表示杜甫现在正在学习新的知识，并且已经取得了一定的成就。

最后，“不成筹国论，且复爱吾庐”表示杜甫虽然没有成为国家的重要人物，但是他仍然热爱自然，喜欢在自己的�"
